zipcode,office,official,phones,emails,website
60048,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60048,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60048,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60048,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60048,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60091,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60091,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60091,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60091,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60091,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60091,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
61108,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
61108,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
61108,IL Secretary of State,Jesse White,['(800) 252-8980'],,
61108,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
61108,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
61108,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
61108,Rockford Mayor,Thomas P. McNamara,['(779) 348-7300'],['thomas.mcnamara@rockfordil.gov'],
60532,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60532,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60532,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60532,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60532,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60532,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60451,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60451,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60451,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60451,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60451,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60451,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60015,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60015,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60015,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60015,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60015,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60015,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
62707,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
62707,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
62707,IL Secretary of State,Jesse White,['(800) 252-8980'],,
62707,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
62707,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
62707,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60656,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60656,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60656,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60656,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60656,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60656,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
62226,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
62226,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
62226,IL Secretary of State,Jesse White,['(800) 252-8980'],,
62226,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
62226,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
62226,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
