zipcode,office,official,phones,emails,website
28792,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28792,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28792,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28792,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28792,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28792,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28792,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28792,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28792,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28792,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28792,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
